Year,Festival,Title,Brand,Award,Country,Agency,Track,Category,Sub category,Board image,Video
2025,Clio Entertaiment,The Fantastic Four First Steps – Theatrical Campaign,Marvel Studios - The Walt Disney Company,Gold,United States,The Walt Disney Company,Key Art Craft,Graphic Design,,https://resized-media.entries.clios.com/companies/5026/media/db3fce7c-7414-45a9-ab90-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/200092
2025,Clio Entertaiment,From Zero to Minus,Godzilla - TOHO,Gold,United States,Anthony Petrie Print and Product Design Inc,Key Art Craft,Use of Illustration,,https://resized-media.entries.clios.com/companies/4012/media/fa70e725-19b4-49ff-f2b2-08dd83a4daac-medium.jpg.webp,https://clios.com/winners-gallery/details/192259
2025,Clio Entertaiment,Morticians Watch THE MONKEY,NEON,Gold,United States,NEON,Original Content,Creative Content,,https://resized-media.entries.clios.com/companies/143796/media/ede5e124-8d7b-4eb9-a855-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201192
2025,Clio Entertaiment,Mufasa Backstage Music,Mufasa The Lion King,Gold,United States,No Roads Productions,Original Content,Creative Content,,https://resized-media.entries.clios.com/companies/143791/media/92c7c629-01b3-459c-a45c-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/200420
2025,Clio Entertaiment,THE MONKEY - OOH Campaign,NEON,Gold,United States,NEON,Out of Home,Billboard,,https://resized-media.entries.clios.com/companies/143796/media/821207f2-9766-4f1c-9d52-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/201324
2025,Clio Entertaiment,How to Train Your Dragon - Toothless 3D Bus Shelter Takeover,How to Train Your Dragon,Gold,United States,Drissi Advertising Inc,Out of Home,Bus Shelter,,https://resized-media.entries.clios.com/companies/5371/media/9a03f038-6ac3-43b5-a20b-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/199719
2025,Clio Entertaiment,Together Eye,Together,Gold,United States,GrandSon,Out of Home,Digital Outdoor,,https://resized-media.entries.clios.com/companies/4926/media/d79def96-f5c4-482f-a881-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/201312
2025,Clio Entertaiment,The Naked Gun | Out of Home Campaign,Paramount,Gold,United States,Concept Arts,Out of Home,Mixed Campaign,,https://resized-media.entries.clios.com/companies/4702/media/764303c8-08d1-408a-ae11-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/202164
2025,Clio Entertaiment,THE MONKEY - Cheerleader Bus Stunt,NEON,Gold,United States,NEON,Out of Home,Transit,,https://resized-media.entries.clios.com/companies/143796/media/975c8f87-44d0-4375-9f8e-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/201658
2025,Clio Entertaiment,Caption with Intention,Rakish Entertainment,Gold,United States,FCB Chicago,Partnerships & Collaborations,Partnerships & Collaborations,,https://resized-media.entries.clios.com/companies/3038/media/4c92161f-0273-4c87-83f3-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/195164
2025,Clio Entertaiment,Gladiator II & Pepsi,Gladiator II,Gold,United States,Paramount Global,Partnerships & Collaborations,Partnerships & Collaborations,,https://resized-media.entries.clios.com/companies/5463/media/9673dfd2-eeb7-4092-9b60-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200577
2025,Clio Entertaiment,Marvel Studios - Tide - Collateral Stains,The Walt Disney Company,Gold,United States,The Walt Disney Company,Partnerships & Collaborations,Partnerships & Collaborations,,https://resized-media.entries.clios.com/companies/5365/media/b3e1ee74-aa3b-4b06-a97b-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/201475
2025,Clio Entertaiment,Deadpool & Wolverine Drone Show,Deadpool & Wolverine,Gold,United States,Sky Elements,Public Relations,Press Tour Red Carpet & Stunt,,https://resized-media.entries.clios.com/companies/143266/media/9894fca4-90ae-47ff-3f17-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194167
2025,Clio Entertaiment,WEAPONS “Creepiest Red Carpet Ever”,WEAPONS,Gold,United States,Little Cinema,Public Relations,Press Tour Red Carpet & Stunt,,https://resized-media.entries.clios.com/companies/4526/media/abc7aaa6-08dc-437e-5f81-08ddda7db5d2-medium.png.webp,https://clios.com/winners-gallery/details/200770
2025,Clio Entertaiment,Nosferatu,Focus Features,Gold,United States,Midnight Oil,Retail & Premium,Display,Standee,https://resized-media.entries.clios.com/companies/4734/media/529b46b0-7762-4c53-a2eb-08ddbc6e7e05-medium.png.webp,https://clios.com/winners-gallery/details/197979
2025,Clio Entertaiment,EXTRA-LIFE INSURANCE,Allianz,Silver,Colombia,BENDITA CARPETA,Games Student,Games Student,,https://resized-media.entries.clios.com/companies/143061/media/4db7bd4b-9081-4824-a2a8-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/202185
2025,Clio Entertaiment,TALEXA - AI Powered Bedtime Storyteller,Amazon x Pixar,Silver,Spain,Miami Ad School Madrid,Home Entertainment Student,Home Entertainment Student,,https://resized-media.entries.clios.com/companies/6304/media/623cab18-cf27-4116-379c-08dd7f571b9e-medium.jpg.webp,https://clios.com/winners-gallery/details/192094
2025,Clio Entertaiment,Squid Games Survivor’s Access,Netflix,Silver,Paraguay,Bendita Carpeta,Television & Streaming Student,Television & Streaming Student,,https://resized-media.entries.clios.com/companies/143806/media/ba1070d8-52cf-4cf4-ae8d-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/202366
2025,Clio Entertaiment,Stranger Signal,Netflix,Silver,Peru,Bendita Carpeta,Television & Streaming Student,Television & Streaming Student,,https://resized-media.entries.clios.com/companies/143836/media/b96a867a-ead7-49a0-aa0f-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201548
2025,Clio Entertaiment,It Claws Into You,Wolf Man (2025),Silver,United States,Film2Future,Theatrical Student,Theatrical Student,,https://resized-media.entries.clios.com/companies/143862/media/a97a2cd4-fc17-4eb5-aef9-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/202040
2025,Clio Entertaiment,To Survive Become More than Your Programming,The Wild Robot,Silver,United States,Film2Future,Theatrical Student,Theatrical Student,,https://resized-media.entries.clios.com/companies/4690/media/3e103845-3c7c-48bb-9970-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/200550
2025,Clio Entertaiment,PlayStation 30th Anniversary Thank You,Sony Interactive Entertainment,Silver,Japan,Sony Interactive Entertainment,Audio Visual,Spot,Game Footage Spot,https://resized-media.entries.clios.com/companies/143385/media/1e9997a0-a30a-4d2e-4102-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/196031
2025,Clio Entertaiment,Mafia The Old Country Teaser Trailer,2K GAMES,Silver,United States,2K GAMES,Audio Visual,Teaser,CGI Teaser,https://resized-media.entries.clios.com/companies/143785/media/882f75ae-9a70-489f-998a-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200648
2025,Clio Entertaiment,Unforgettable Verdansk Teaser | Call of Duty Warzone,Call of Duty Warzone,Silver,United States,gnet,Audio Visual,Teaser,CGI Teaser,https://resized-media.entries.clios.com/companies/4769/media/76fec31f-b9cd-48fa-4359-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195285
2025,Clio Entertaiment,New World Aeternum CG Launch Trailer,New World Aeternum,Silver,United States,Amazon Game Studios,Audio Visual,Trailer,CGI Trailer,https://resized-media.entries.clios.com/companies/143633/media/2dbf914a-cbcd-43c6-4835-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/198796
2025,Clio Entertaiment,RAID Alice’s Adventure (Queenslayer),Plarium,Silver,United States,Plarium,Audio Visual,Trailer,CGI Trailer,https://resized-media.entries.clios.com/companies/143114/media/472583db-3291-4e39-81e7-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194607
2025,Clio Entertaiment,Singing Statues,Anno 117 Pax Romana,Silver,United States,Ubisoft Mainz,Audio Visual,Trailer,CGI Trailer,https://resized-media.entries.clios.com/companies/2490/media/7df140d5-395b-4e0b-9ec4-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201741
2025,Clio Entertaiment,Gameplay Trailer - Meta AF,The Outer Worlds 2,Silver,United States,Buddha Jones,Audio Visual,Trailer,Game Footage Trailer,https://resized-media.entries.clios.com/companies/143287/media/56721fcf-e403-4b4c-43c5-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195511
2025,Clio Entertaiment,Twinkies,Dispatch,Silver,United States,AdHoc Studio,Audio Visual,Trailer,Game Footage Trailer,https://resized-media.entries.clios.com/companies/143019/media/b2d5653d-5422-49b6-3feb-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194339
2025,Clio Entertaiment,Verdansk Launch Trailer | Call of Duty Warzone,Call of Duty Warzone,Silver,United States,gnet,Audio Visual,Trailer,Game Footage Trailer,https://resized-media.entries.clios.com/companies/4769/media/ccad9ec3-51da-471e-828d-08dda8280727-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194759
2025,Clio Entertaiment,NBA 2K25 - Live Action Trailer,2K GAMES,Silver,United States,2K GAMES,Audio Visual,Trailer,Live-Action Trailer,https://resized-media.entries.clios.com/companies/143785/media/72677a9d-f49b-4c00-a8f2-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201398
2025,Clio Entertaiment,WWE 2K25 - Live Action Launch Trailer,2K GAMES,Silver,United States,2K GAMES,Audio Visual,Trailer,Live-Action Trailer,https://resized-media.entries.clios.com/companies/143785/media/9d35889e-9924-4bb9-a53f-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201298
2025,Clio Entertaiment,Borderlands 4,2K GAMES,Silver,United States,2K GAMES,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/143785/media/e869f24a-47f3-405f-a6f6-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201268
2025,Clio Entertaiment,Lets Freaking Go!,Civilization Eras & Allies (2K),Silver,United States,Leão,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/143912/media/4cd8f823-f774-4188-fb9d-08ddda84979b-medium.jpg.webp,https://clios.com/winners-gallery/details/202912
2025,Clio Entertaiment,Sid Meiers Civilization VII,2K GAMES,Silver,United States,2K GAMES,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/143785/media/16171216-7dfb-4328-a40a-08ddca1e8d72-medium.png.webp,https://clios.com/winners-gallery/details/200474
2025,Clio Entertaiment,PlayStation 30th Anniversary Thank You,Sony Interactive Entertainment,Silver,Japan,Sony Interactive Entertainment,Branded Entertainment & Content,Film,,https://resized-media.entries.clios.com/companies/143385/media/f63e559f-6c1f-45f7-4837-08ddbc3a4ea4-medium.png.webp,https://clios.com/winners-gallery/details/198812
2025,Clio Entertaiment,Project MEMORY CARD,PlayStation,Silver,Japan,SIX INC,Branded Entertainment & Content,Film,,https://resized-media.entries.clios.com/companies/250/media/120b1192-63ea-480e-9618-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/199546
2025,Clio Entertaiment,Kevin Harts School of Acting Like Kevin Hart,Dream Games,Silver,United States,Dream Games,Branded Entertainment & Content,Influencer & Talent Storytelling,,https://resized-media.entries.clios.com/companies/143250/media/75885b81-75d2-4bb8-6092-08ddda7db5d2-medium.jpg.webp,https://clios.com/winners-gallery/details/196288
2025,Clio Entertaiment,The Books of LeBron,Dream Games,Silver,United States,Dream Games,Branded Entertainment & Content,Influencer & Talent Storytelling,,https://resized-media.entries.clios.com/companies/143250/media/eb40a7c0-bcdd-4b69-9e32-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/193897
2025,Clio Entertaiment,Cat God Helpline,PONOS The Battle Cats - Cat God Helpline,Silver,Japan,R-GA Japan,Branded Entertainment & Content,Mixed Campaign,,https://resized-media.entries.clios.com/companies/324/media/ed1ad72d-5e50-49b9-39ca-08dd42fc65d2-medium.jpg.webp,https://clios.com/winners-gallery/details/202835
2025,Clio Entertaiment,Gameplay Trailer - Meta AF,The Outer Worlds 2,Silver,United States,Buddha Jones,Craft & Design,Audio Visual Craft,Copywriting,https://resized-media.entries.clios.com/companies/143287/media/ce4090fa-2ef0-41aa-43c1-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195517
2025,Clio Entertaiment,Based On A True Story,Apex Legends,Silver,United States,Respawn Entertainment,Craft & Design,Audio Visual Craft,Direction,https://resized-media.entries.clios.com/companies/143411/media/9ea8a05f-3500-4bdb-863c-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/196189
2025,Clio Entertaiment,Dimensional Double Shift - Launch Trailer,Dimensional Double Shift,Silver,United Kingdom,Big Farmer,Craft & Design,Audio Visual Craft,Direction,https://resized-media.entries.clios.com/companies/5473/media/f677f064-a36f-4cae-4209-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194511
2025,Clio Entertaiment,Call of Duty Black Ops 6 - Multiplayer Reveal Trailer,Call of Duty Black Ops 6,Silver,United States,gnet,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/4769/media/1670d754-4902-41c5-845c-08dda8280727-medium.png.webp,https://clios.com/winners-gallery/details/195011
2025,Clio Entertaiment,Mafia The Old Country - “Loyalty is Everything” Story Trailer,2K GAMES,Silver,United States,2K GAMES,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/143785/media/9e2de914-f535-4d23-9aef-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/200936
2025,Clio Entertaiment,Mafia The Old Country - “Whatever it Takes” Gameplay Trailer,2K GAMES,Silver,United States,2K GAMES,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/143785/media/bd3a9fdd-4bfa-445b-995a-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/200904
2025,Clio Entertaiment,Verdansk Launch Trailer | Call of Duty Warzone,Call of Duty Warzone,Silver,United States,gnet,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/4769/media/730a43ee-0910-45fe-8451-08dda8280727-medium.png.webp,https://clios.com/winners-gallery/details/194805
2025,Clio Entertaiment,Launch Trailer,Assassins Creed Shadows,Silver,United States,Aspect,Craft & Design,Audio Visual Craft,Game Capture Cinematography,https://resized-media.entries.clios.com/companies/4921/media/b394ff74-dc98-4fd3-06fd-08dd8372b990-medium.jpg.webp,https://clios.com/winners-gallery/details/193927
2025,Clio Entertaiment,Call of Duty Black Ops 6 - The Story So Far,Call of Duty Black Ops 6,Silver,United States,Aspect,Craft & Design,Audio Visual Craft,Motion Graphics,https://resized-media.entries.clios.com/companies/4921/media/5043d34e-d8da-48e0-8046-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/193938
2025,Clio Entertaiment,Call of Duty Mobile I Wish Trailer,Call of Duty Mobile,Silver,United States,BOND,Craft & Design,Audio Visual Craft,Music,https://resized-media.entries.clios.com/companies/4830/media/c546e10d-ac87-47d3-400f-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/194544
2025,Clio Entertaiment,Unforgettable Verdansk Teaser | Call of Duty Warzone,Call of Duty Warzone,Silver,United States,gnet,Craft & Design,Audio Visual Craft,Music,https://resized-media.entries.clios.com/companies/4769/media/dd362937-97ca-4bce-435b-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195363
2025,Clio Entertaiment,Helmet Series,Civilization Eras and Allies,Silver,United States,BOND,Craft & Design,Key Art Craft,‌Other,https://resized-media.entries.clios.com/companies/4830/media/dc9bdd58-1e5f-4aeb-96b5-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/201135
2025,Clio Entertaiment,Key Art,Indiana Jones and the Great Circle,Silver,United States,AKQA,Craft & Design,Key Art Craft,Illustration,https://resized-media.entries.clios.com/companies/141718/media/7114b53e-048c-4fe8-9aeb-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200911
2025,Clio Entertaiment,PlayStation 30th Anniversary Thank You,Sony Interactive Entertainment,Silver,Japan,Sony Interactive Entertainment,Digital Mobile & Social Media,Social Media,Long-Form Social Media Video,https://resized-media.entries.clios.com/companies/143385/media/f63e559f-6c1f-45f7-4837-08ddbc3a4ea4-medium.png.webp,https://clios.com/winners-gallery/details/198815
2025,Clio Entertaiment,Project MEMORY CARD,PlayStation,Silver,Japan,SIX INC,Digital Mobile & Social Media,Social Media,Long-Form Social Media Video,https://resized-media.entries.clios.com/companies/250/media/120b1192-63ea-480e-9618-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/199549
2025,Clio Entertaiment,Call of Duty Black Ops 6 – The Replacer takes over GIPHY,Activision,Silver,United States,Mutiny A Trailer Park Company,Digital Mobile & Social Media,Social Media,Use of Influencer & Talent,https://resized-media.entries.clios.com/companies/4687/media/f4648266-9542-4099-482b-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/193241
2025,Clio Entertaiment,Project MEMORY CARD,PlayStation,Silver,Japan,SIX INC,Digital Mobile & Social Media,Social Media,Use of Influencer & Talent,https://resized-media.entries.clios.com/companies/250/media/120b1192-63ea-480e-9618-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/199550
2025,Clio Entertaiment,Starr Park Adventure at San Diego Comic-Con,Brawl Stars,Silver,United States,GDX Studios,Experiential & Fan Engagement,Experiential & Activation,Consumer,https://resized-media.entries.clios.com/companies/143553/media/1556d3af-2ff3-4656-ac82-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201940
2025,Clio Entertaiment,Oreo Square Cookie,Mondeléz International,Silver,Germany,Saatchi & Saatchi Germany,Experiential & Fan Engagement,Experiential & Activation,Consumer,https://resized-media.entries.clios.com/companies/364/media/f72b76d4-c464-4e54-ff93-08ddda84979b-medium.jpg.webp,https://clios.com/winners-gallery/details/203672
2025,Clio Entertaiment,Call of Duty Black Ops 6 – Dot Matrix Printer Twitch Takeover,Activision,Silver,United States,Mutiny A Trailer Park Company,Experiential & Fan Engagement,Fan Engagement,Audio Visual,https://resized-media.entries.clios.com/companies/4687/media/cf13db9e-6f83-4a7e-0490-08dd8372b990-medium.png.webp,https://clios.com/winners-gallery/details/193541
2025,Clio Entertaiment,Project MEMORY CARD,PlayStation,Silver,Japan,SIX INC,Experiential & Fan Engagement,Fan Engagement,Audio Visual,https://resized-media.entries.clios.com/companies/250/media/120b1192-63ea-480e-9618-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/199552
2025,Clio Entertaiment,Starr Park Adventure at San Diego Comic-Con,Brawl Stars,Silver,United States,GDX Studios,Experiential & Fan Engagement,Fan Engagement,Experiential & Activations,https://resized-media.entries.clios.com/companies/143553/media/1556d3af-2ff3-4656-ac82-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/202214
2025,Clio Entertaiment,Call of Duty Black Ops 6 – The Replacer takes over GIPHY,Activision,Silver,United States,Mutiny A Trailer Park Company,Experiential & Fan Engagement,Fan Engagement,Social Media,https://resized-media.entries.clios.com/companies/4687/media/f4648266-9542-4099-482b-08ddbc3a4ea4-medium.jpg.webp,https://clios.com/winners-gallery/details/193235
2025,Clio Entertaiment,Recruitement Race,Renault,Silver,France,Publicis Conseil,Experiential & Fan Engagement,Fan Engagement,User-Generated Content,https://resized-media.entries.clios.com/companies/143667/media/4204657a-9f51-4dd9-94bb-08ddcf598d69-medium.jpg.webp,https://clios.com/winners-gallery/details/199081
2025,Clio Entertaiment,Valorant On Console Announcement,Valorant,Silver,United Kingdom,Playsense,Key Art & Out of Home,Out of Home,Takeover,https://resized-media.entries.clios.com/companies/143469/media/b9189edc-f262-4450-9f0c-08ddbc6e7e05-medium.png.webp,https://clios.com/winners-gallery/details/196894
2025,Clio Entertaiment,Sid Meiers Civilization VII Official Gameplay Showcase,2K GAMES,Silver,United States,2K GAMES,Original Content,Developer Diaries,,https://resized-media.entries.clios.com/companies/143785/media/d8202583-6250-4c8a-989e-08ddcf598d69-medium.png.webp,https://clios.com/winners-gallery/details/200514
2025,Clio Entertaiment,Rabea Trigger Mug,Rabea Tea,Silver,Saudi Arabia,Webedia Arabia,Public Relations,Brand Image,,https://resized-media.entries.clios.com/companies/143996/media/b132e2de-8fc0-4f4e-fcaf-08ddda84979b-medium.jpg.webp,https://clios.com/winners-gallery/details/203105
2025,Clio Entertaiment,PIZZA WRMR,Pizza Hut Canada,Silver,Canada,Leo Toronto,Public Relations,Direct,,https://resized-media.entries.clios.com/companies/946/media/b00a4ae8-9c69-45ff-871d-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/196396
2025,Clio Entertaiment,The Final Exam,Change The Ref,Silver,United States,Energy BBDO,Public Relations,Direct,,https://resized-media.entries.clios.com/companies/338/media/f1c3e448-1c8f-4694-6b62-08dd6aeb75fb-medium.jpg.webp,https://clios.com/winners-gallery/details/200392
2025,Clio Entertaiment,Toxic Backfire,Samsung,Silver,China,Cheil PengTai Beijing & Cheil Hong Kong,Public Relations,Social Good,,https://resized-media.entries.clios.com/companies/2969/media/8cd3756c-b37e-4103-37af-08dd7f571b9e-medium.jpg.webp,https://clios.com/winners-gallery/details/192237
2025,Clio Entertaiment,The Wild Robot | Skies of Woo,Universal Pictures Home Entertainment,Silver,United States,Paradise Creative,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4992/media/b6750d74-51fa-42d4-afa6-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202553
2025,Clio Entertaiment,Announce Family,Lilo & Stitch,Silver,United States,Aspect,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4921/media/fbcd608b-04e4-44bf-ad7d-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202171
2025,Clio Entertaiment,Lava Chicken,A Minecraft Movie,Silver,United States,Workshop Creative,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/143769/media/1fcda0b8-fb04-45e6-9921-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/200385
2025,Clio Entertaiment,Die,Alien Romulus,Silver,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/509ce5f3-416c-4392-ff45-08ddda84979b-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195024
2025,Clio Entertaiment,“50th Anniversary”,Jaws,Silver,United States,X-AV,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4946/media/14b6635e-d923-4308-a0ba-08ddbc6e7e05-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/197290
2025,Clio Entertaiment,Alien Franchise New World,Hulu Brand,Silver,United States,Hulu Brand,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4996/media/86b2ea82-0462-44e1-0678-08dd8372b990-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/193949
2025,Clio Entertaiment,Iconic Bonus,Sinners,Silver,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/360ca380-4d4b-48d0-44c3-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195235
2025,Clio Entertaiment,Run,Alien Romulus,Silver,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/f5237bbd-86a1-4d9b-4255-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195038
2025,Clio Entertaiment,Family,Sinners,Silver,United States,REBEL,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/1223/media/447987a9-e5cf-40f4-44c4-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195217
2025,Clio Entertaiment,Come Again,Deadpool & Wolverine,Silver,United States,Tiny Hero,Audio Visual,Spot,,https://resized-media.entries.clios.com/companies/4875/media/771ec4cc-3221-4dfd-a161-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/199526
2025,Clio Entertaiment,Hush,Shout! Studios,Silver,United States,Sequence Creative,Audio Visual,Trailer,,https://resized-media.entries.clios.com/companies/143269/media/d2a3fc0d-b456-4c37-3fe2-08dda8286ac6-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/194447
2025,Clio Entertaiment,Iconic Bonus,Sinners,Silver,United States,REBEL,Audio Visual,Trailer,,https://resized-media.entries.clios.com/companies/1223/media/afa25751-aeaf-48dc-44be-08ddbc3a4ea4-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/195237
2025,Clio Entertaiment,Home,Jurassic World Rebirth,Silver,United States,REBEL,Audio Visual,Trailer,,https://resized-media.entries.clios.com/companies/1223/media/c2209bed-2300-48db-98ca-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201671
2025,Clio Entertaiment,Campaign,Wicked,Silver,United States,REBEL,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/1223/media/d0788641-ceff-4c4e-4270-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195099
2025,Clio Entertaiment,Deadpool and Wolverine Post Theatrical Campaign,Disney-,Silver,United States,Disney-,Audio Visual Campaign,Audio Visual Campaign,,https://resized-media.entries.clios.com/companies/5663/media/d2639e53-fd60-45cc-a933-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/201450
2025,Clio Entertaiment,Come Again,Deadpool & Wolverine,Silver,United States,Tiny Hero,Craft & Design,Audio Visual Craft,Editing,https://resized-media.entries.clios.com/companies/4875/media/54ac4d50-0c9e-419d-a150-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201026
2025,Clio Entertaiment,Come Again,Deadpool & Wolverine,Silver,United States,Tiny Hero,Craft & Design,Audio Visual Craft,Motion Graphics,https://resized-media.entries.clios.com/companies/4875/media/54ac4d50-0c9e-419d-a150-08ddca1e8d72-medium.jpg.webp,https://clios.com/winners-gallery/details/201027
2025,Clio Entertaiment,Run,Alien Romulus,Silver,United States,REBEL,Craft & Design,Audio Visual Craft,Sound Design,https://resized-media.entries.clios.com/companies/1223/media/2905db87-d875-405a-4252-08dda8286ac6-medium.png.webp,https://clios.com/winners-gallery/details/195047
2025,Clio Entertaiment,Kickboxer Steelbook,Lionsgate,Silver,United States,Lionsgate,Craft & Design,Design,Design Package,https://resized-media.entries.clios.com/companies/143797/media/743a51bc-58dc-49f8-a452-08ddcf598d69-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202479
2025,Clio Entertaiment,Faux Out of Home (FOOH),Sonic the Hedgehog 3,Silver,United States,ARSONAL,Craft & Design,Digital Mobile & Social Media Craft,Motion Graphics,https://resized-media.entries.clios.com/companies/4692/media/68095b4f-98b1-404d-8399-08dda8280727-medium.jpg.webp,https://clios.com/winners-gallery/details/194477
2025,Clio Entertaiment,Unlock the Fortress,Superman,Silver,United States,Okperfect,Craft & Design,Digital Mobile & Social Media Craft,Motion Graphics,https://resized-media.entries.clios.com/companies/4851/media/a5fe7f26-7c5e-42e6-fe46-08ddda84979b-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202173
2025,Clio Entertaiment,High Tension Steelbook,Lionsgate,Silver,United States,Lionsgate,Craft & Design,Key Art Craft,Illustration,https://resized-media.entries.clios.com/companies/143797/media/74f2aec8-1fbc-4ce1-aff2-08ddca1e8d72-thumbnail.0000000.jpg,https://clios.com/winners-gallery/details/202565
