Festival,Year,Track,Title,Brand,Agency,Category,Country,Award,Permalink
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Fictional insurance,Seguros del Estado / RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Experiencias y activaciones en plataformas digitales,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-7/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Fictional insurance,Seguros del Estado / RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Excelencia en la activacion de marca,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-8/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Fictional insurance,Seguros del Estado / RCN Television de Seguros del Estado / RCN Television,DDB Colombia,Marca local,Colombia,Shortlist,/awards/el_ojo/2025/campaigns/fictional-insurance-seguros-del-estado-rcn-television-de-seguros-del-estado-rcn-television-ddb-colombia-2025-9/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Agencia,SP por Todas de Governo do Estado de SÃ£o Paulo,DPZ,Nuevas realidades y tecnologias emergentes,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/agencia-sp-por-todas-de-governo-do-estado-de-sao-paulo-dpz-2025/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Experiencias y activaciones en el punto de venta,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/the-rewards-bag-tata-de-grupo-de-narvaez-vml-uruguay-2025-3/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Responsabilidad Social Empresarial (RSE),Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/the-rewards-bag-tata-de-grupo-de-narvaez-vml-uruguay-2025-4/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,The rewards bag,TaTa de Grupo De Narvaez,VML Uruguay,Marca local,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/the-rewards-bag-tata-de-grupo-de-narvaez-vml-uruguay-2025-5/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Gulf of Mexico (Bar),Tecate de Heineken Mexico,LePub Mexico,Experiencias y activaciones en el espacio publico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/gulf-of-mexico-bar-tecate-de-heineken-mexico-lepub-mexico-2025-2/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Gulf of Mexico (Bar),Tecate de Heineken Mexico,LePub Mexico,Marca local,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/gulf-of-mexico-bar-tecate-de-heineken-mexico-lepub-mexico-2025-3/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Shades of red,The Coca-Cola Company de Coca-Cola Mexico,DAVID Madrid,Experiencias y activaciones en el espacio publico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/shades-of-red-the-coca-cola-company-de-coca-cola-mexico-david-madrid-2025/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,TIM Block Pin,TIM Telecom de TIM Brasil,BETC HAVAS,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/tim-block-pin-tim-telecom-de-tim-brasil-betc-havas-2025/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Checoland,Uber Eats de N/A,Wieden+Kennedy Mexico,Experiencias y activaciones en el espacio publico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/checoland-uber-eats-de-na-wiedenkennedy-mexico-2025/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Saving pelotica de goma,Vacilate esto de Vacilate esto,La web / Buentipo,Experiencias y activaciones en multiplataformas,Venezuela,Shortlist,/awards/el_ojo/2025/campaigns/saving-pelotica-de-goma-vacilate-esto-de-vacilate-esto-la-web-buentipo-2025/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,W1ng cod3s,Volaris Airlines de Volaris Airlines,Havas HOY,Experiencias y activaciones en el espacio publico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/w1ng-cod3s-volaris-airlines-de-volaris-airlines-havas-hoy-2025/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Re-commerce Atacama,Vtex/ Desierto Vestido de Vtex Brasil / Desierto Vestido,Artplan,Experiencias y activaciones en plataformas digitales,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/re-commerce-atacama-vtex-desierto-vestido-de-vtex-brasil-desierto-vestido-artplan-2025-3/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Productos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-6/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Dancing washers,Whirlpool de Whirlpool Mexico,VML Mexico,Experiencias y activaciones en plataformas digitales,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/dancing-washers-whirlpool-de-whirlpool-mexico-vml-mexico-2025-7/
El Ojo de Iberoamerica,2025,EXPERIENCIA DE MARCA & ACTIVACIoN,Lag or bad,Xtrim de Xtrim,Paradais DDB,Experiencias y activaciones impulsadas por juegos,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/lag-or-bad-xtrim-de-xtrim-paradais-ddb-2025/
El Ojo de Iberoamerica,2025,FILM,Aeromexico hermanos,Aeromexico de Aeromexico,Ogilvy Mexico,Comerciales hasta 180 segundos de duracion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexico-hermanos-aeromexico-de-aeromexico-ogilvy-mexico-2025/
El Ojo de Iberoamerica,2025,FILM,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Comerciales hasta 180 segundos de duracion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-3/
El Ojo de Iberoamerica,2025,FILM,Aeromexicanos,Aeromexico de Aeromexico,Ogilvy Mexico,Marca local,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/aeromexicanos-aeromexico-de-aeromexico-ogilvy-mexico-2025-4/
El Ojo de Iberoamerica,2025,FILM,The exam,Animal Politico de Animal Politico,McCann Worldgroup Mexico / Weber Shandwick,Medios/ entretenimientos/ recreacion y turismo,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-exam-animal-politico-de-animal-politico-mccann-worldgroup-mexico-weber-shandwick-2025/
El Ojo de Iberoamerica,2025,FILM,The exam,Animal Politico de Animal Politico,McCann Worldgroup Mexico / Weber Shandwick,Marca local,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-exam-animal-politico-de-animal-politico-mccann-worldgroup-mexico-weber-shandwick-2025-2/
El Ojo de Iberoamerica,2025,FILM,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Contenidos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-5/
El Ojo de Iberoamerica,2025,FILM,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Responsabilidad Social Empresarial (RSE),Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-6/
El Ojo de Iberoamerica,2025,FILM,The Shooting,Diario La Union de Articulo 19,Grey Mexico,Mercado especifico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/the-shooting-diario-la-union-de-articulo-19-grey-mexico-2025-7/
El Ojo de Iberoamerica,2025,FILM,La causa del accidente que provoco el incendio,Audiovisual from Spain de ICEX,CANADA (España),Contenidos,España,Shortlist,/awards/el_ojo/2025/campaigns/la-causa-del-accidente-que-provoco-el-incendio-audiovisual-from-spain-de-icex-canada-espana-2025/
El Ojo de Iberoamerica,2025,FILM,Sweeter than the sweetest,Axe/Lynx de Unilever Global,LOLA MullenLowe,Productos,España,Shortlist,/awards/el_ojo/2025/campaigns/sweeter-than-the-sweetest-axelynx-de-unilever-global-lola-mullenlowe-2025/
El Ojo de Iberoamerica,2025,FILM,Axe lower body,Axe/Lynx de Unilever Global,LOLA MullenLowe,Comerciales hasta 15 segundos de duracion,España,Shortlist,/awards/el_ojo/2025/campaigns/axe-lower-body-axelynx-de-unilever-global-lola-mullenlowe-2025/
El Ojo de Iberoamerica,2025,FILM,El clima ideal/ cuando mas lo necesitas,BGH de BGH,McCann Buenos Aires / Initiative,Productos,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/el-clima-ideal-cuando-mas-lo-necesitas-bgh-de-bgh-mccann-buenos-aires-initiative-2025/
El Ojo de Iberoamerica,2025,FILM,CabeÃ§as,Bienal de SÃ£o Paulo de 36Â° Bienal de SÃ£o Paulo,Africa Creative,Medios/ entretenimientos/ recreacion y turismo,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/cabeaas-bienal-de-sao-paulo-de-36a-bienal-de-sao-paulo-africa-creative-2025/
El Ojo de Iberoamerica,2025,FILM,GEORG - Born to be the last,Bornfree UK de N/A,Maruri Ecuador,Mercado especifico,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/georg-born-to-be-the-last-bornfree-uk-de-na-maruri-ecuador-2025/
El Ojo de Iberoamerica,2025,FILM,Llevamos mas tiempo aqui que lo muy de aqui,Burger King de Burger King España,This is Libre,Comerciales hasta 60 segundos de duracion,España,Shortlist,/awards/el_ojo/2025/campaigns/llevamos-mas-tiempo-aqui-que-lo-muy-de-aqui-burger-king-de-burger-king-espana-this-is-libre-2025/
El Ojo de Iberoamerica,2025,FILM,Familiares,Campaña Madres y Familiares de Detenidos Desaparecidos de Madres y Familiares de Detenidos Desaparecidos Uruguay,Innvented,Comerciales hasta 180 segundos de duracion,Uruguay,Shortlist,/awards/el_ojo/2025/campaigns/familiares-campana-madres-y-familiares-de-detenidos-desaparecidos-de-madres-y-familiares-de-detenidos-desaparecidos-urug/
El Ojo de Iberoamerica,2025,FILM,Se buscan charcuteros,Campofrio de Campofrio,This is Libre,Alimentos y bebidas,España,Shortlist,/awards/el_ojo/2025/campaigns/se-buscan-charcuteros-campofrio-de-campofrio-this-is-libre-2025/
El Ojo de Iberoamerica,2025,FILM,Green man,Car Dealer de Toyota Of Hollywood,Conill,Automoviles/ camiones y movilidad,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/green-man-car-dealer-de-toyota-of-hollywood-conill-2025/
El Ojo de Iberoamerica,2025,FILM,Don t stop motion,CENABAST de Gobierno de Chile,VML Chile,Bien publico y mensajes gubernamentales,Chile,Shortlist,/awards/el_ojo/2025/campaigns/don-t-stop-motion-cenabast-de-gobierno-de-chile-vml-chile-2025-2/
El Ojo de Iberoamerica,2025,FILM,Don t stop motion,CENABAST de Gobierno de Chile,VML Chile,Mercado especifico,Chile,Shortlist,/awards/el_ojo/2025/campaigns/don-t-stop-motion-cenabast-de-gobierno-de-chile-vml-chile-2025-3/
El Ojo de Iberoamerica,2025,FILM,Cause & effect,Change the Ref de Change the Ref,Alma DDB,Bien publico y mensajes gubernamentales,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/cause-and-effect-change-the-ref-de-change-the-ref-alma-ddb-2025/
El Ojo de Iberoamerica,2025,FILM,American cancer story,Change the Ref de Change the Ref,Klick Health Brasil,Contenidos,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/american-cancer-story-change-the-ref-de-change-the-ref-klick-health-brasil-2025-2/
El Ojo de Iberoamerica,2025,FILM,Juntos en todas,Coca-Cola de Coca-Cola Argentina,Grey Argentina,Alimentos y bebidas,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/juntos-en-todas-coca-cola-de-coca-cola-argentina-grey-argentina-2025/
El Ojo de Iberoamerica,2025,FILM,Abogados,Consejo Profesional de Agrimensura de CPA,From,Compañias de servicios publicos/ privados y financieros,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/abogados-consejo-profesional-de-agrimensura-de-cpa-from-2025/
El Ojo de Iberoamerica,2025,FILM,Medicos,Consejo Profesional de Agrimensura de CPA,From,Compañias de servicios publicos/ privados y financieros,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/medicos-consejo-profesional-de-agrimensura-de-cpa-from-2025/
El Ojo de Iberoamerica,2025,FILM,Estudia agrimensura,Consejo Profesional de Agrimensura de CPA,From,Comerciales hasta 60 segundos de duracion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/estudia-agrimensura-consejo-profesional-de-agrimensura-de-cpa-from-2025/
El Ojo de Iberoamerica,2025,FILM,Medicos,Consejo Profesional de Agrimensura de N/A,From,Marca local,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/medicos-consejo-profesional-de-agrimensura-de-na-from-2025/
El Ojo de Iberoamerica,2025,FILM,Abogados,Consejo Profesional de Agrimensura de N/A,From,Marca local,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/abogados-consejo-profesional-de-agrimensura-de-na-from-2025/
El Ojo de Iberoamerica,2025,FILM,Psicologos,CPA de Consejo Profesional de Agrimensura,From,Compañias de servicios publicos/ privados y financieros,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/psicologos-cpa-de-consejo-profesional-de-agrimensura-from-2025/
El Ojo de Iberoamerica,2025,FILM,Psicologos,CPA de N/A,From,Marca local,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/psicologos-cpa-de-na-from-2025/
El Ojo de Iberoamerica,2025,FILM,Tan como tu,Down España de Down España,Contrapunto BBDO,Bien publico y mensajes gubernamentales,España,Shortlist,/awards/el_ojo/2025/campaigns/tan-como-tu-down-espana-de-down-espana-contrapunto-bbdo-2025/
El Ojo de Iberoamerica,2025,FILM,Todo te pide Easy,Easy de Cencosud Argentina,Don by Havas,Comercios al publico/ supermercados y tiendas online,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/todo-te-pide-easy-easy-de-cencosud-argentina-don-by-havas-2025/
El Ojo de Iberoamerica,2025,FILM,Anti Murphys law toast,Enterogermina de Opella Brasil,MRM Spain,Contenidos,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/anti-murphys-law-toast-enterogermina-de-opella-brasil-mrm-spain-2025-5/
El Ojo de Iberoamerica,2025,FILM,Built for tough,Ford de Ford Brasil,Wieden+Kennedy Sao Paulo / Wieden+Kennedy,Automoviles/ camiones y movilidad,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/built-for-tough-ford-de-ford-brasil-wiedenkennedy-sao-paulo-wiedenkennedy-2025/
El Ojo de Iberoamerica,2025,FILM,Ruido blanco,Fundacion Casa Ronald McDonald de Fundacion Casa Ronald McDonald Ecuador,Paradais DDB,Contenidos,Ecuador,Shortlist,/awards/el_ojo/2025/campaigns/ruido-blanco-fundacion-casa-ronald-mcdonald-de-fundacion-casa-ronald-mcdonald-ecuador-paradais-ddb-2025/
El Ojo de Iberoamerica,2025,FILM,Mi primera carta,Gobierno de Pernambuco de Gobierno de Pernambuco,Propeg,Comerciales hasta 120 segundos de duracion,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/mi-primera-carta-gobierno-de-pernambuco-de-gobierno-de-pernambuco-propeg-2025/
El Ojo de Iberoamerica,2025,FILM,Napoleon,IADE de IADE,Havas Portugal,Compañias de servicios publicos/ privados y financieros,Portugal,Shortlist,/awards/el_ojo/2025/campaigns/napoleon-iade-de-iade-havas-portugal-2025/
El Ojo de Iberoamerica,2025,FILM,El lazo de Petra,iPhone de Apple ALAC/Mexico,TBWA\ Media Arts Lab Miami,Contenidos,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/el-lazo-de-petra-iphone-de-apple-alacmexico-tbwa-media-arts-lab-miami-2025-2/
El Ojo de Iberoamerica,2025,FILM,El lazo de Petra,iPhone de Apple ALAC/Mexico,TBWA\ Media Arts Lab Miami,Mercado especifico,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/el-lazo-de-petra-iphone-de-apple-alacmexico-tbwa-media-arts-lab-miami-2025-3/
El Ojo de Iberoamerica,2025,FILM,No frame missed,iPhone de Apple Estados Unidos,TBWA\ Media Arts Lab Miami,Contenidos,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/no-frame-missed-iphone-de-apple-estados-unidos-tbwa-media-arts-lab-miami-2025-4/
El Ojo de Iberoamerica,2025,FILM,No frame missed,iPhone de Apple Estados Unidos,TBWA\ Media Arts Lab Miami,Mercado especifico,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/no-frame-missed-iphone-de-apple-estados-unidos-tbwa-media-arts-lab-miami-2025-5/
El Ojo de Iberoamerica,2025,FILM,El mundo te esta esperando,Klinger Viajes de Klinger,Hello Brand,Medios/ entretenimientos/ recreacion y turismo,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/el-mundo-te-esta-esperando-klinger-viajes-de-klinger-hello-brand-2025/
El Ojo de Iberoamerica,2025,FILM,El mundo te esta esperando,Klinger Viajes de Klinger,Hello Brand,Marca local,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/el-mundo-te-esta-esperando-klinger-viajes-de-klinger-hello-brand-2025-2/
El Ojo de Iberoamerica,2025,FILM,The trial,Lingokids de Lingokids,Piel Creative Studio,Contenidos,Estados Unidos,Shortlist,/awards/el_ojo/2025/campaigns/the-trial-lingokids-de-lingokids-piel-creative-studio-2025-2/
El Ojo de Iberoamerica,2025,FILM,Medife sin excusas,Medife de N/A,ENERO Comunicacion,Compañias de servicios publicos/ privados y financieros,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/medife-sin-excusas-medife-de-na-enero-comunicacion-2025/
El Ojo de Iberoamerica,2025,FILM,All new Triton,Mitsubishi Motors de Mitsubishi Motors Brasil,Africa Creative,Nuevas realidades y tecnologias emergentes,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/all-new-triton-mitsubishi-motors-de-mitsubishi-motors-brasil-africa-creative-2025/
El Ojo de Iberoamerica,2025,FILM,Senna s Cut,Netflix de Netflix Argentina,Monks,Medios/ entretenimientos/ recreacion y turismo,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/senna-s-cut-netflix-de-netflix-argentina-monks-2025/
El Ojo de Iberoamerica,2025,FILM,Senna s Cut,Netflix de Netflix Argentina,Monks,Comerciales hasta 120 segundos de duracion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/senna-s-cut-netflix-de-netflix-argentina-monks-2025-2/
El Ojo de Iberoamerica,2025,FILM,Senna s Cut,Netflix de Netflix Argentina,Monks,Comerciales hasta 180 segundos de duracion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/senna-s-cut-netflix-de-netflix-argentina-monks-2025-3/
El Ojo de Iberoamerica,2025,FILM,Dribble to survive,Nike de Nike,Wieden+Kennedy Sao Paulo / Wieden+Kennedy,Medios/ entretenimientos/ recreacion y turismo,Global,Shortlist,/awards/el_ojo/2025/campaigns/dribble-to-survive-nike-de-nike-wiedenkennedy-sao-paulo-wiedenkennedy-2025/
El Ojo de Iberoamerica,2025,FILM,Feary tale,Nike de Nike Brasil,Wieden+Kennedy Sao Paulo / Wieden+Kennedy,Medios/ entretenimientos/ recreacion y turismo,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/feary-tale-nike-de-nike-brasil-wiedenkennedy-sao-paulo-wiedenkennedy-2025/
El Ojo de Iberoamerica,2025,FILM,Casa de vidrio,O Boticario de Grupo Boticario,Almap BBDO,Contenidos,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/casa-de-vidrio-o-boticario-de-grupo-boticario-almap-bbdo-2025/
El Ojo de Iberoamerica,2025,FILM,Casa de vidrio,O Boticario de Grupo Boticario,Almap BBDO,Marca local,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/casa-de-vidrio-o-boticario-de-grupo-boticario-almap-bbdo-2025-2/
El Ojo de Iberoamerica,2025,FILM,Planes,O Boticario de O Boticario,Almap BBDO,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/planes-o-boticario-de-o-boticario-almap-bbdo-2025/
El Ojo de Iberoamerica,2025,FILM,Unbelievably long lasting,Old Spice de Procter & Gamble España,Burns The Agency,Productos,España,Shortlist,/awards/el_ojo/2025/campaigns/unbelievably-long-lasting-old-spice-de-procter-and-gamble-espana-burns-the-agency-2025/
El Ojo de Iberoamerica,2025,FILM,Unbelievably long lasting,Old Spice de Procter & Gamble España,Burns The Agency,Comerciales hasta 120 segundos de duracion,España,Shortlist,/awards/el_ojo/2025/campaigns/unbelievably-long-lasting-old-spice-de-procter-and-gamble-espana-burns-the-agency-2025-2/
El Ojo de Iberoamerica,2025,FILM,En el momento de la verdad,OSDE ,Zurda Agency,Compañias de servicios publicos/ privados y financieros,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/en-el-momento-de-la-verdad-osde-zurda-agency-2025/
El Ojo de Iberoamerica,2025,FILM,En el momento de la verdad - Medallista,OSDE ,Zurda Agency,Compañias de servicios publicos/ privados y financieros,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/en-el-momento-de-la-verdad-medallista-osde-zurda-agency-2025/
El Ojo de Iberoamerica,2025,FILM,Small talks,Salud por derecho de Fundacion Salud por Derecho,McCann España,Bien publico y mensajes gubernamentales,España,Shortlist,/awards/el_ojo/2025/campaigns/small-talks-salud-por-derecho-de-fundacion-salud-por-derecho-mccann-espana-2025/
El Ojo de Iberoamerica,2025,FILM,Casa inteligente: una aventura de Chavo,Samsung de Samsung Brasil,Cheil Brasil,Comerciales hasta 180 segundos de duracion,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/casa-inteligente-una-aventura-de-chavo-samsung-de-samsung-brasil-cheil-brasil-2025/
El Ojo de Iberoamerica,2025,FILM,Te entendemos,San Cristobal Seguros de Grupo San Cristobal,TBWA\Buenos Aires,Comerciales hasta 15 segundos de duracion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/te-entendemos-san-cristobal-seguros-de-grupo-san-cristobal-tbwabuenos-aires-2025/
El Ojo de Iberoamerica,2025,FILM,Eco-ilogico,SEO BirdLife de SEO/BirdLife,Darwin & Verne,Bien publico y mensajes gubernamentales,España,Shortlist,/awards/el_ojo/2025/campaigns/eco-ilogico-seo-birdlife-de-seobirdlife-darwin-and-verne-2025/
El Ojo de Iberoamerica,2025,FILM,Las otras plagas,Syngenta de Syngenta,Vendaval,Compañias de servicios publicos/ privados y financieros,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/las-otras-plagas-syngenta-de-syngenta-vendaval-2025/
El Ojo de Iberoamerica,2025,FILM,Tecate eagle,Tecate de Heineken Mexico,LePub Mexico,Comerciales hasta 120 segundos de duracion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/tecate-eagle-tecate-de-heineken-mexico-lepub-mexico-2025/
El Ojo de Iberoamerica,2025,FILM,Mas que palabras - Film,The Trevor Project/ Sico/ FEMESS / Fundacion Mexico Vivo / GILEAD de The Trevor Project Mexico / Sico / FEMESS / Fundacion Mexico Vivo / GILEAD Mexico,Grey Mexico,Comerciales hasta 180 segundos de duracion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/mas-que-palabras-film-the-trevor-project-sico-femess-fundacion-mexico-vivo-gilead-de-the-trevor-project-mexico-sico-feme/
El Ojo de Iberoamerica,2025,FILM,Lentes del Alma,TIM Telecom de TIM Brasil,BETC HAVAS,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/lentes-del-alma-tim-telecom-de-tim-brasil-betc-havas-2025/
El Ojo de Iberoamerica,2025,FILM,Verle la cara a Dios,Tulipan de Tulipan,Zurda Agency,Productos,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/verle-la-cara-a-dios-tulipan-de-tulipan-zurda-agency-2025/
El Ojo de Iberoamerica,2025,FILM,Verle la cara a Dios,Tulipan de Tulipan,Zurda Agency,Comerciales hasta 180 segundos de duracion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/verle-la-cara-a-dios-tulipan-de-tulipan-zurda-agency-2025-2/
El Ojo de Iberoamerica,2025,FILM,Verle la cara a Dios,Tulipan de Tulipan,Zurda Agency,Marca local,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/verle-la-cara-a-dios-tulipan-de-tulipan-zurda-agency-2025-3/
El Ojo de Iberoamerica,2025,FILM,Amor arbitrario,TyC Sports de TyC Sports,Mercado McCann,Medios/ entretenimientos/ recreacion y turismo,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/amor-arbitrario-tyc-sports-de-tyc-sports-mercado-mccann-2025/
El Ojo de Iberoamerica,2025,FILM,Rating,TyC Sports de TyC Sports,Mercado McCann,Comerciales hasta 15 segundos de duracion,Argentina,Shortlist,/awards/el_ojo/2025/campaigns/rating-tyc-sports-de-tyc-sports-mercado-mccann-2025/
El Ojo de Iberoamerica,2025,FILM,What can t food fix?,Uber Eats de Uber Mexico,Wieden+Kennedy Mexico,Compañias de servicios publicos/ privados y financieros,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/what-can-t-food-fix-uber-eats-de-uber-mexico-wiedenkennedy-mexico-2025/
El Ojo de Iberoamerica,2025,FILM,Portal bags,Uber Eats de Uber Mexico,Wieden+Kennedy Mexico,Comerciales hasta 15 segundos de duracion,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/portal-bags-uber-eats-de-uber-mexico-wiedenkennedy-mexico-2025/
El Ojo de Iberoamerica,2025,FILM,La mancha invisible,Vanish de Reckitt,BETC HAVAS,Responsabilidad Social Empresarial (RSE),Brasil,Shortlist,/awards/el_ojo/2025/campaigns/la-mancha-invisible-vanish-de-reckitt-betc-havas-2025/
El Ojo de Iberoamerica,2025,FILM,Recuerdame viviendo,Victoria de AB InBev Grupo Modelo Mexico,Wieden+Kennedy Mexico,Marca local,Mexico,Shortlist,/awards/el_ojo/2025/campaigns/recuerdame-viviendo-victoria-de-ab-inbev-grupo-modelo-mexico-wiedenkennedy-mexico-2025-2/
El Ojo de Iberoamerica,2025,FILM,2 minutos 4 segundos,Villavicencio de Aguas de Origen,Digitas Buenos Aires,Responsabilidad Social Empresarial (RSE),Argentina,Shortlist,/awards/el_ojo/2025/campaigns/2-minutos-4-segundos-villavicencio-de-aguas-de-origen-digitas-buenos-aires-2025/
El Ojo de Iberoamerica,2025,FILM,Relacion toxica,Vivo de Telefonica Brasil,Africa Creative,Comerciales hasta 180 segundos de duracion,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/relacion-toxica-vivo-de-telefonica-brasil-africa-creative-2025/
El Ojo de Iberoamerica,2025,FILM,Llegadas,Volkswagen de Volkswagen Brasil,Almap BBDO,Automoviles/ camiones y movilidad,Brasil,Shortlist,/awards/el_ojo/2025/campaigns/llegadas-volkswagen-de-volkswagen-brasil-almap-bbdo-2025/
El Ojo de Iberoamerica,2025,FILM,Pajarito,Volkswagen Group España Distribucion/ S.A,DDB & 14 Group,Automoviles/ camiones y movilidad,España,Shortlist,/awards/el_ojo/2025/campaigns/pajarito-volkswagen-group-espana-distribucion-sa-ddb-and-14-group-2025/
